idx,Dates,temperature,Average_humidity,Average_dewpoint,Average_barometer,Average_windspeed,Average_gustspeed,Average_direction,Rainfall_for_month,Rainfall_for_year,Maximum_temperature,Minimum_temperature,Maximum_humidity,Minimum_humidity,Maximum_pressure,Minimum_pressure,Maximum_windspeed,Maximum_gust_speed,Maximum_heat_index,diff_pressure
363,2023-02-02,29.9,32,1.4,30,6.1,8.6,313,0,0.07,43.6,11.1,59,12,30.255,29.874,21.9,30,43.6,0.3810000000000002
364,2023-02-03,30.6,37,6.1,30,2.2,3.9,28,0,0.07,43.1,18.6,64,19,30.12,29.753,13.8,16,43.1,0.3670000000000009
365,2023-02-04,29,53,12.3,29.8,10,14.3,312,0.02,0.09,36.5,24.4,89,25,29.883,29.711,27.6,41,36.5,0.1720000000000006
366,2023-02-05,31.5,42,10.1,29.9,7.6,11,317,0.02,0.09,41.6,21.9,77,27,30.014,29.854,26.5,43,41.6,0.1600000000000001
367,2023-02-06,32,51,15.1,29.9,6.5,8.9,317,0.02,0.09,41.5,21.9,75,35,30.016,29.811,16.1,25,41.5,0.2049999999999983
368,2023-02-07,22.2,82,17.6,30,1.8,2.7,84,0.02,0.09,24.8,19.9,88,73,30.035,29.93,8.1,12,32,0.1050000000000004
369,2023-02-08,15.2,79,9.9,30.2,3.1,5,101,0.02,0.09,20,8.6,87,70,30.353,29.989,9.2,12,32,0.3640000000000007
370,2023-02-09,17.3,53,1.2,30.3,6.3,8.7,320,0.04,0.11,34.6,-7,79,23,30.549,29.948,20.7,30,34.6,0.6009999999999991
371,2023-02-10,27.5,40,5.9,29.9,10.7,14.6,311,0.04,0.11,34.6,22.2,47,32,30.031,29.873,25.3,36,34.6,0.1579999999999977
372,2023-02-11,27.3,39,5.3,30,9.9,14.5,315,0.04,0.11,34.9,19.4,60,27,30.119,29.84,24.2,32,34.9,0.2789999999999999
373,2023-02-12,29.1,48,11.7,30,12.5,17.9,307,0.04,0.11,35.5,19.2,63,35,30.094,29.901,29.9,40,35.5,0.1930000000000014
374,2023-02-13,30.4,45,11.5,30,11.5,16,313,0.04,0.11,36.6,25.7,57,33,30.079,29.859,31.1,45,36.6,0.2199999999999988
375,2023-02-14,16,63,5.3,30.4,3.3,5.5,115,0.04,0.11,25.7,3.4,85,37,30.613,30.071,12.7,17,32,0.541999999999998
376,2023-02-15,15.2,42,-5.8,30.5,2.1,3.6,112,0.04,0.11,32.4,0.1,65,16,30.672,30.382,12.7,17,32.4,0.2899999999999991
377,2023-02-16,18.4,52,2,30.4,2.9,4.4,347,0.04,0.11,39.5,-3.1,78,25,30.671,30.183,17.3,26,39.5,0.4879999999999995
378,2023-02-17,30.1,49,12,30.1,4.2,6.3,349,0.04,0.11,41.8,19.2,81,27,30.261,30.024,18.4,24,41.8,0.2369999999999983
379,2023-02-18,23,81,17.8,30.1,2.5,3.7,81,0.04,0.11,37,13.1,89,51,30.198,29.934,11.5,14,37,0.2639999999999993
380,2023-02-19,16.8,81,12.1,30.1,1.8,2.6,70,0.15,0.22,26.6,8.4,86,69,30.206,30.023,11.5,13,32,0.1829999999999998
381,2023-02-20,16.2,82,11.7,30.1,1.7,2.8,87,0.19,0.26,23.3,12.6,85,73,30.109,29.978,10.4,12,32,0.1310000000000002
382,2023-02-21,10.3,80,5.2,30.2,1.3,2.2,80,0.19,0.26,19.5,4.3,83,70,30.284,30.073,9.2,12,32,0.2109999999999985
383,2023-02-22,11,70,2.9,30.2,2,3.3,67,0.32,0.39,23.9,2,80,41,30.443,30.103,11.5,16,32,0.3399999999999998
384,2023-02-23,24,40,1.6,30.2,11.2,15,302,0.35,0.42,36.2,4.1,76,25,30.372,30.107,23,31,36.2,0.2650000000000005
385,2023-02-24,31.2,31,3.8,30,11.6,16.4,305,0.36,0.43,40.8,24.4,50,19,30.148,29.844,25.3,35,40.8,0.3039999999999985
386,2023-02-25,28,62,15.7,30,5,7.3,311,0.37,0.44,34.7,18.1,88,36,30.255,29.791,19.6,28,34.7,0.4639999999999986
387,2023-02-26,22.3,54,5.8,30.3,5.2,7.5,318,0.41,0.48,37.9,5.8,88,21,30.493,30.253,19.6,26,37.9,0.2399999999999984
388,2023-02-27,27.4,42,5.2,30.1,1.3,2.3,124,0.41,0.48,44.6,9.9,69,11,30.283,29.82,8.1,13,44.6,0.4630000000000009
389,2023-02-28,25.8,79,20,29.9,1.4,2.2,33,0.5,0.57,34.9,20.2,89,60,30.102,29.821,11.5,14,34.9,0.2809999999999988
390,2023-03-01,26.1,74,18.4,30.2,2.2,3.4,53,0.02,0.59,39.1,14.3,90,40,30.375,30.086,15,22,39.1,0.2890000000000015
391,2023-03-02,27.8,58,12.9,30.2,1.4,2.4,91,0.02,0.59,48.8,10.5,86,21,30.387,30.012,10.4,14,48.8,0.375
392,2023-03-03,31.4,56,15.5,30,4.5,6.4,315,0.02,0.59,48.3,15.4,84,23,30.18,29.942,18.4,26,48.3,0.2379999999999995
393,2023-03-04,29.9,63,17.9,30,1.6,2.9,191,0.02,0.59,44.6,16.4,83,32,30.138,29.787,6.9,255,44.6,0.3510000000000026
394,2023-03-05,29.9,59,16.3,29.9,10.1,14.2,316,0.02,0.59,36.9,20,85,34,29.949,29.693,24.2,36,36.9,0.2560000000000002
395,2023-03-06,37,54,20.8,30,7.6,11.6,291,0.02,0.59,48.1,31.2,87,27,30.116,29.927,23,35,48.1,0.189
396,2023-03-07,38,58,21.6,29.9,2,3.6,127,0.02,0.59,52.8,24.5,88,15,30.081,29.612,13.8,22,52.8,0.4690000000000012
397,2023-03-08,35.5,61,22.8,29.6,2.5,3.9,338,0.02,0.59,42.6,30.1,78,41,29.741,29.518,15,21,42.6,0.2229999999999989
398,2023-03-09,35.3,51,17.5,29.6,5.6,8.2,318,0.02,0.59,44.6,25.7,86,26,29.669,29.508,20.7,26,44.6,0.1610000000000013
399,2023-03-10,26.4,73,18.4,29.6,3.9,5.6,51,0.03,0.6,40.1,17,88,32,29.8,29.521,19.6,26,40.1,0.2789999999999999
400,2023-03-11,27.7,46,8.4,29.9,9.4,13.3,307,0.03,0.6,37.4,20.2,79,28,30.028,29.739,29.9,39,37.4,0.2889999999999979
401,2023-03-12,36.2,30,6.9,30,10.9,15,302,0.03,0.6,51.5,27.2,54,17,30.06,29.866,27.6,35,51.5,0.193999999999999
402,2023-03-13,36.2,42,12.8,29.8,2.8,4.8,136,0.03,0.6,49.9,21,70,14,29.951,29.704,16.1,21,49.9,0.2469999999999999
403,2023-03-14,27.9,79,22.1,30.2,2.9,4.8,113,0.03,0.6,36.6,22.4,90,56,30.446,29.854,16.1,21,36.6,0.5920000000000023
404,2023-03-15,31.2,69,20.7,30.5,2.1,3.4,108,0.06,0.63,46,18.1,91,38,30.624,30.35,12.7,17,46,0.2739999999999973
405,2023-03-16,36.9,46,13.2,30.4,1.8,3.2,92,0.06,0.63,57.6,17.3,84,11,30.597,30.278,13.8,18,57.6,0.3190000000000026
406,2023-03-17,43.2,30,10.1,30.2,2.6,4.4,72,0.06,0.63,60.7,25,61,9,30.355,30.043,13.8,18,60.7,0.3120000000000011
407,2023-03-18,35.7,51,16.2,30,4.3,6.2,78,0.06,0.63,54.8,23.2,88,12,30.06,29.808,17.3,24,54.8,0.2519999999999989
408,2023-03-19,18.6,85,14.8,30.2,5.1,7.2,98,0.06,0.63,26.7,4.5,89,80,30.618,29.905,17.3,22,32,0.7129999999999974
409,2023-03-20,15,52,-2.2,30.6,4,6.3,324,0.26,0.83,35,-10,80,24,30.826,30.301,16.1,26,35,0.5250000000000021
410,2023-03-21,38.9,24,4.8,30.1,9.5,13.1,302,0.26,0.83,48.9,25.6,34,15,30.303,29.889,20.7,29,48.9,0.4140000000000015
411,2023-03-22,41.8,30,10.9,29.8,7.9,11.3,309,0.26,0.83,52.1,29,64,19,29.914,29.67,21.9,31,52.1,0.2439999999999997
412,2023-03-23,29.4,84,25.2,30,4.2,5.2,39,0.37,0.94,35.5,21.9,91,62,30.249,29.788,12.7,17,35.5,0.4609999999999985
413,2023-03-24,25.9,79,20,30.3,1.6,2.4,106,0.68,1.25,35,16.7,89,54,30.371,30.207,10.4,13,35,0.1639999999999979
414,2023-03-25,31.7,47,9.5,30,6.7,9.5,307,0.69,1.26,46.3,10.7,86,15,30.298,29.702,24.2,35,46.3,0.5959999999999965
415,2023-03-26,33.6,57,18.7,29.7,5.7,8.5,343,0.73,1.3,38.6,29.1,88,30,29.825,29.574,25.3,41,38.6,0.2509999999999976
416,2023-03-27,32.5,49,14.8,30.1,8.3,12.4,351,0.73,1.3,41.2,25.7,79,29,30.318,29.825,25.3,37,41.2,0.4930000000000021
417,2023-03-28,40.4,27,7.5,30.1,11.9,16.6,306,0.73,1.3,51.4,28.8,43,14,30.304,29.981,25.3,35,51.4,0.3229999999999968
418,2023-03-29,47.4,20,8,29.8,12.5,17.2,301,0.73,1.3,57.2,39.5,23,16,29.981,29.529,28.8,37,57.2,0.4520000000000017
419,2023-03-30,54.4,19,12.5,29.3,15.3,20.5,302,0.73,1.3,64.2,45.8,24,14,29.529,29.255,35.7,48,64.2,0.2740000000000009
420,2023-03-31,45.7,48,24.8,29.4,6.9,9.7,356,0.73,1.3,54.4,34,85,19,29.572,29.242,23,33,54.4,0.3299999999999983
421,2023-04-01,32.4,70,23.2,29.5,7.4,10.6,322,0.02,1.32,38.8,24.3,91,42,29.624,29.413,26.5,35,38.8,0.2109999999999985
422,2023-04-02,26.3,36,2.8,29.8,16.2,22.1,311,0.02,1.32,34.5,20.5,47,27,29.963,29.62,35.7,48,34.5,0.3429999999999999
423,2023-04-03,30.9,56,16.5,29.8,14.2,19.3,309,0.05,1.35,39.1,27,91,35,29.871,29.655,36.8,51,39.1,0.2159999999999975
424,2023-04-04,35.2,55,19.4,29.9,6.6,9.3,306,0.09,1.39,45.7,26.4,91,27,29.986,29.798,25.3,36,45.7,0.1880000000000024
425,2023-04-05,38,60,24.4,29.7,5,7.3,333,0.14,1.44,48.2,29.4,91,35,29.953,29.52,17.3,24,48.2,0.4329999999999998
426,2023-04-06,30,55,14.7,29.7,12.9,18.1,317,0.15,1.45,34.9,25.6,91,27,29.934,29.481,33.4,43,34.9,0.4529999999999994
427,2023-04-07,29.8,63,17.9,30.2,4,5.9,358,0.2,1.5,38.2,22.7,86,35,30.332,29.934,18.4,28,38.2,0.3979999999999997
428,2023-04-08,40.9,30,10.9,30,9.9,13.7,313,0.2,1.5,53.1,24.7,49,18,30.187,29.721,25.3,35,53.1,0.4660000000000011
429,2023-04-09,46.9,28,15,29.8,6.4,9.6,300,0.2,1.5,56.4,37.8,52,15,29.9,29.673,23,33,56.4,0.2270000000000003
430,2023-04-10,38.7,63,26.6,30,2.6,4.1,90,0.2,1.5,49.8,27.5,86,41,30.167,29.821,15,20,49.8,0.3460000000000001
431,2023-04-11,43.6,51,20.5,30.1,3.7,5.5,295,0.2,1.5,63.9,24.5,89,10,30.235,29.889,20.7,26,63.9,0.3460000000000001
432,2023-04-12,47.7,42,22.4,29.8,3,4.7,236,0.2,1.5,63.2,31,73,15,29.944,29.367,24.2,32,63.2,0.5769999999999982
433,2023-04-13,40.2,51,22.1,29.6,11.6,16.4,317,0.2,1.5,49.2,33.8,83,21,29.937,29.376,33.4,46,49.2,0.5609999999999999
434,2023-04-14,44.3,35,16.6,30,5.8,8.7,291,0.2,1.5,57.5,33.5,61,15,30.103,29.829,21.9,31,57.5,0.2740000000000009
435,2023-04-15,42.9,50,23.9,30.2,3.2,5.1,107,0.2,1.5,57.3,24.5,80,28,30.314,30.015,17.3,20,57.3,0.2989999999999995
436,2023-04-16,39.9,71,31.1,30.2,2.1,3.7,112,0.2,1.5,44.1,35.3,84,51,30.336,30.127,10.4,14,44.1,0.2089999999999996
437,2023-04-17,39.5,82,34.1,30.1,1.9,3,80,0.31,1.61,49.6,31.6,92,53,30.135,29.949,12.7,14,49.6,0.1859999999999999
438,2023-04-18,43,62,27.6,30,0.1,0.2,34,0.32,1.62,63.5,25.8,94,13,30.158,29.912,2.3,3,63.5,0.2460000000000022
439,2023-04-19,44.5,51,24.3,29.9,0,0,-0,0.32,1.62,62.3,25.6,83,15,30.083,29.812,0,0,62.3,0.2709999999999972
440,2023-04-20,42.4,67,30.5,29.8,0,0,-0,0.33,1.63,61.8,26.4,87,18,29.939,29.707,0,0,61.8,0.2319999999999993
441,2023-04-21,44,76,36.4,29.7,0,0,-0,0.72,2.02,57.9,32.5,92,49,29.838,29.494,0,0,57.9,0.3440000000000012
442,2023-04-22,39.4,82,34,29.5,0,0,-0,1.12,2.42,54.9,32.5,93,49,29.588,29.395,0,0,54.9,0.1930000000000014
443,2023-04-23,32.9,90,30.4,29.5,0,0,-0,1.43,2.73,37,30.3,94,76,29.726,29.368,0,0,37,0.3580000000000005
444,2023-04-24,37.6,55,21.5,29.9,4.7,5.2,353,1.86,3.16,47.4,29.8,89,26,29.982,29.726,13.8,24,47.4,0.2560000000000002
445,2023-04-25,40.5,56,25,29.9,11.1,12.8,345,1.86,3.16,49.8,26.7,91,33,30.112,29.8,20.7,33,49.8,0.3119999999999976
446,2023-04-26,32.7,68,21.9,30.1,9,10.2,353,1.97,3.27,43.8,18.8,91,31,30.261,30.078,15,21,43.8,0.1829999999999998
447,2023-04-27,45.7,48,21.9,29.8,7.6,9.2,340,1.97,3.27,63.5,24.5,91,12,30.1,29.393,20.7,29,63.5,0.7070000000000007
448,2023-04-28,52,37,22.5,29.2,10,12.5,323,2.18,3.48,59.9,35.5,90,19,29.394,29.126,31.1,39,59.9,0.2679999999999971
449,2023-04-29,32.2,63,19.6,29.4,9.4,11.1,344,2.46,3.76,36.5,27,94,30,29.518,29.203,21.9,38,36.5,0.3150000000000013
450,2023-04-30,31.7,50,15.1,29.5,11.2,13.1,338,2.46,3.76,38,26.7,87,35,29.726,29.448,26.5,39,38,0.2779999999999987
451,2023-05-01,34.3,52,17.6,29.7,14.3,16.5,338,0,3.77,42.3,27.2,71,28,29.744,29.561,26.5,35,42.3,0.1829999999999998
452,2023-05-02,32.1,71,22.9,29.8,7.4,8.2,5,0.14,3.91,40.6,24.5,90,45,30.084,29.534,18.4,22,40.6,0.5500000000000007
453,2023-05-03,39.6,49,20.5,30,16.1,16.3,356,0.2,3.97,51.7,23.3,92,32,30.116,29.739,28.8,33,51.7,0.3769999999999989
454,2023-05-04,48.5,30,18.1,29.7,21.9,21.9,0,0.2,3.97,56.3,41.6,41,20,29.826,29.584,21.9,22,56.3,0.2420000000000008
455,2023-05-05,43.7,34,16.1,29.8,21.7,52.7,1,0.2,3.97,49.5,38.9,65,22,29.917,29.68,21.9,255,49.5,0.2370000000000018
456,2023-05-06,42.6,62,30.4,29.6,21.9,21.9,-0,0.2,3.97,49.9,37.3,83,23,30.253,29.542,21.9,22,49.9,0.7109999999999985
457,2023-05-08,35,55,19.9,30.2,7.4,7.6,4,0.2,3.97,44.9,20,81,33,30.358,29.951,21.9,22,44.9,0.407
458,2023-05-09,46.8,51,24.9,29.8,11.2,11.4,358,0.2,3.97,66.9,26.7,87,12,30.007,29.498,24.2,35,75.8,0.5090000000000003
459,2023-05-10,45,49,25.6,29.5,19.6,19.6,0,0.2,3.97,52.9,37.9,76,17,29.751,29.375,19.6,20,52.9,0.3760000000000012
460,2023-05-11,32,90,29.4,29.8,19.6,22.3,0,0.22,3.99,37.6,28.8,94,71,29.943,29.753,19.6,255,37.6,0.1900000000000012
461,2023-05-12,28.6,89,25.8,30,12.3,12.4,2,0.65,4.42,34.9,24.5,93,78,30.171,29.923,19.6,20,34.9,0.2480000000000011
462,2023-05-13,30.6,84,26.2,30.2,3.5,3.5,3,1.05,4.82,38.6,16.9,92,65,30.339,30.121,8.1,8,38.6,0.2179999999999999
463,2023-05-14,36.6,85,32.1,30.2,1.3,18.2,360,1.38,5.15,51.3,29.3,93,50,30.32,30.062,3.5,255,51.3,0.2579999999999991
464,2023-05-15,39.8,72,30.4,30.1,1,237.8,354,1.49,5.26,50.2,32.7,94,42,30.134,29.995,11.5,255,50.2,0.1389999999999993
465,2023-05-16,46.3,50,26.4,30.1,4,176.7,19,1.49,5.26,60.1,32.5,80,20,30.226,29.932,19.6,255,60.1,0.2940000000000005
466,2023-05-17,48.1,57,31,30,4.7,161.5,17,1.49,5.26,66,27.9,90,17,30.157,29.821,18.4,255,76.7,0.3359999999999985
467,2023-05-18,46.8,69,36.2,29.7,6.2,187.2,9,1.69,5.46,64.5,36,88,28,29.864,29.587,20.7,255,76.5,0.277000000000001
468,2023-05-19,48.8,50,30.4,29.7,14.8,240.4,2,1.69,5.46,55.9,41.5,76,37,29.76,29.574,19.6,255,55.9,0.1859999999999999
469,2023-05-20,51,63,35.7,29.8,11,178.5,353,1.69,5.46,66.1,36.3,91,21,29.882,29.687,20.7,255,75.2,0.1950000000000002
470,2023-05-21,51.4,69,40.5,29.6,3.9,137.3,24,1.69,5.46,64.3,36.6,94,43,29.855,29.398,11.5,255,64.3,0.4570000000000007
471,2023-05-22,60.6,29,23.6,29.2,12.2,80.4,333,1.69,5.46,73.2,40,84,13,29.417,29.073,32.2,255,76.2,0.3440000000000012
472,2023-05-23,48.4,55,32.2,29.6,7.6,9.1,14,1.69,5.46,57.8,41.1,83,36,29.72,29.375,19.6,21,57.8,0.3449999999999988
473,2023-05-24,43.9,51,23.8,29.6,11.8,14.5,333,1.69,5.46,62.7,33.8,92,19,29.807,29.288,34.5,51,62.7,0.5189999999999984
474,2023-05-25,48.7,40,24.4,30,5.2,6.8,15,1.69,5.46,58.4,38.2,75,28,30.034,29.808,12.7,18,58.4,0.2259999999999991
475,2023-05-26,53.2,67,41.7,29.9,3.5,5.1,86,1.69,5.46,67.1,34.9,90,25,30.07,29.743,16.1,25,79,0.3270000000000017
476,2023-05-27,57.7,58,40.2,29.8,4.1,4.9,4,1.69,5.46,74.6,39.8,93,22,29.917,29.674,9.2,14,79.1,0.2430000000000021
477,2023-05-28,61.7,37,30,29.6,7.7,9.5,352,1.69,5.46,80.7,39.5,73,11,29.807,29.382,19.6,29,78.8,0.4249999999999971
478,2023-05-29,58.3,41,32.5,29.5,8.9,10.3,13,1.7,5.47,72.7,43.1,80,10,29.73,29.373,20.7,26,79.1,0.3569999999999993
479,2023-05-30,50,59,35.1,29.9,6.7,8.5,34,1.7,5.47,59.9,35.2,88,34,30.022,29.715,16.1,21,59.9,0.3069999999999986
480,2023-05-31,53,44,25.7,29.9,7.1,8.7,337,1.7,5.47,69.4,30.6,83,11,30.012,29.729,18.4,26,76.5,0.2830000000000012
481,2023-06-01,54.8,40,26.4,29.7,10.1,12.1,345,0,5.48,71.5,34.9,75,14,29.829,29.63,24.2,35,75.9,0.1990000000000016
482,2023-06-02,52.8,56,36.1,29.8,6.3,7.6,344,0,5.48,66,40.1,84,29,29.834,29.672,17.3,25,77.5,0.161999999999999
483,2023-06-03,57.7,48,36.9,29.7,4.3,5.4,348,0,5.48,70.1,43.1,74,28,29.826,29.592,18.4,29,78.5,0.2340000000000017
484,2023-06-04,63.6,43,37.8,29.6,8,9.8,333,0,5.48,79,43.2,80,22,29.735,29.472,20.7,28,79.1,0.2629999999999981
485,2023-06-05,68.2,38,41,29.6,6.5,11.8,340,0,5.48,77.6,58.4,64,27,29.82,29.446,18.4,255,78.6,0.3739999999999988
486,2023-06-06,62.6,59,45.3,29.8,3.1,7.2,329,0.14,5.62,83.8,44.5,91,19,29.969,29.701,19.6,255,81.2,0.2680000000000007
487,2023-06-07,66.9,50,41,29.6,6.9,15.3,323,0.19,5.67,84.3,47.3,91,13,29.834,29.425,23,255,81.5,0.4089999999999989
488,2023-06-08,57.9,71,48,29.7,6.8,7.9,5,0.21,5.69,68.3,52.6,91,40,29.896,29.491,18.4,28,79.1,0.4050000000000011
489,2023-06-09,60,71,49.1,29.7,3.5,4.5,45,0.22,5.7,74.6,44.2,94,37,29.902,29.494,17.3,25,78.2,0.4080000000000012
490,2023-06-10,61.4,59,45,29.5,4.7,6.2,24,0.24,5.72,70.4,49.9,92,20,29.597,29.344,18.4,25,79.1,0.2530000000000001
491,2023-06-11,53.3,79,46.5,29.7,4.9,8.9,20,0.78,6.26,63.2,46.2,94,50,29.86,29.494,11.5,255,63.2,0.3659999999999996
492,2023-06-12,43.5,92,41.2,30,4.6,4.7,4,1.27,6.75,47.7,41.9,94,87,30.145,29.805,6.9,8,47.7,0.3399999999999998
493,2023-06-13,42.4,90,39.5,30.1,4.6,4.9,12,1.95,7.43,50.9,38.3,94,72,30.175,29.989,11.5,14,50.9,0.1859999999999999
494,2023-06-14,48,71,37.7,30,4.5,5.4,5,1.95,7.43,61.3,38.3,94,36,30.131,29.861,15,22,61.3,0.2699999999999996
495,2023-06-15,57.2,42,33.1,29.8,4.3,6,341,1.95,7.43,67.6,43.5,68,24,29.967,29.746,13.8,20,78.2,0.221
496,2023-06-16,59.1,50,37.7,29.7,3.9,5.4,359,1.95,7.43,74,39.3,87,19,29.828,29.379,13.8,20,79,0.448999999999998
497,2023-06-17,59.8,28,23.6,29.6,13.7,16.8,327,1.95,7.43,70.4,45.5,69,11,29.797,29.471,27.6,38,73.6,0.3260000000000005
498,2023-06-18,58.6,44,33,29.8,10.1,12.2,339,1.95,7.43,77.4,36.5,75,9,29.881,29.692,29.9,40,79.1,0.189
499,2023-06-19,59.7,66,47.3,29.8,4.1,5.7,57,1.95,7.43,74.6,42.5,89,41,29.897,29.69,16.1,20,78,0.2069999999999972
500,2023-06-20,59.4,64,45.7,29.8,5.5,7,38,1.95,7.43,77.5,40.3,88,12,29.905,29.654,20.7,26,79.1,0.2510000000000012
501,2023-06-21,61.9,47,35.5,29.8,6.7,8.1,355,1.95,7.43,78.6,40.8,90,9,29.903,29.639,23,31,78.6,0.2639999999999993
502,2023-06-22,62.4,35,25.3,29.8,11.2,15.9,340,1.95,7.43,78.1,39.5,80,7,29.865,29.708,26.5,255,79,0.157
503,2023-06-23,57.7,48,37.7,30,4.9,6.2,3,1.95,7.43,68.1,40.9,68,33,30.105,29.863,12.7,14,79.1,0.2420000000000008
504,2023-06-24,63,46,35.9,29.9,3,4.1,359,1.95,7.43,84.9,40.9,90,10,30.091,29.738,18.4,32,81.8,0.3530000000000015
505,2023-06-25,65.8,32,30.4,29.8,6.2,7.6,331,1.95,7.43,84.7,40.1,69,10,29.916,29.599,19.6,25,81.6,0.3170000000000001
506,2023-06-26,65.9,38,38.8,29.6,8.1,10.3,340,1.95,7.43,77.8,52.9,62,22,29.76,29.549,20.7,32,79.1,0.211000000000002
507,2023-06-27,58.6,65,46,29.8,3.5,4.8,60,2.15,7.63,71.3,41.3,92,45,29.933,29.707,12.7,18,78.5,0.2259999999999991
508,2023-06-28,61.9,58,43.1,29.9,16.9,32.3,6,2.16,7.64,77.4,42.3,95,20,30.2,29.788,95.5,255,79.1,0.411999999999999
509,2023-06-29,64.7,46,40.6,29.9,1.6,127.3,166,2.16,7.64,77.7,43.9,84,22,29.989,29.71,9.2,255,78.8,0.2789999999999999
510,2023-06-30,64.6,44,38.7,29.8,4,133.6,59,2.16,7.64,79.9,42.9,80,20,29.941,29.591,15,255,79,0.3499999999999978
511,2023-07-01,65.5,47,42.1,29.7,6.6,144.9,340,0.16,7.8,81.8,51.3,86,19,29.827,29.546,24.2,255.3,79.8,0.2810000000000023
512,2023-07-02,63.5,61,47.6,29.6,4.8,138.2,347,0.16,7.8,76.8,48,92,27,29.843,29.379,15,255.3,78.8,0.4639999999999986
513,2023-07-03,67.2,40,36.2,29.5,8.6,125.5,326,0.16,7.8,81.3,46.7,84,11,29.658,29.263,25.3,255.3,79.2,0.3949999999999996
514,2023-07-04,57.3,72,47.8,29.6,5.3,133.9,29,0.27,7.91,68.1,47.1,89,51,29.844,29.411,11.5,255.3,78.1,0.4329999999999998
515,2023-07-05,59.8,42,34,29.8,8.7,78.4,339,0.27,7.91,75.9,46.7,90,16,29.846,29.525,23,255.3,78.4,0.3210000000000015
516,2023-07-06,61,51,38.1,29.8,3.6,6,124,0.35,7.99,79,40.3,90,17,29.864,29.638,20.7,26.5,78.9,0.2259999999999991
517,2023-07-07,51.2,87,47.6,30,3.1,4.8,87,0.96,8.6,59.8,46,92,69,30.229,29.835,15,19.6,59.8,0.3939999999999983
518,2023-07-08,51.4,81,45.6,30.2,2,3.3,51,1.07,8.71,63.1,40.1,94,63,30.253,30.054,12.7,17.3,63.1,0.1990000000000016
519,2023-07-09,56.3,67,44,30.1,2.8,4.3,90,1.07,8.71,70.3,39.1,94,35,30.232,29.931,20.7,26.5,79.1,0.3009999999999984
520,2023-07-10,61,53,40.5,29.9,4.6,7.3,329,1.07,8.71,77,43.9,89,20,29.982,29.706,26.5,38,79.1,0.2759999999999998
521,2023-07-11,61.5,46,38.9,29.8,5.1,7.8,321,1.07,8.71,77.7,42.9,80,20,29.908,29.614,24.2,34.5,79.1,0.2940000000000005
522,2023-07-12,68.1,35,37.7,29.6,6.4,10.3,327,1.07,8.71,80.7,55.7,56,19,29.685,29.456,19.6,31.1,79.1,0.2289999999999992
523,2023-07-13,71.6,31,38.5,29.5,5.3,8.3,320,1.07,8.71,83.8,56.9,47,17,29.677,29.442,32.2,48.3,81.1,0.2349999999999994
524,2023-07-14,70.1,40,43.4,29.7,4.7,7.7,335,1.13,8.77,81,58.1,71,21,29.835,29.506,20.7,28.8,79.3,0.3290000000000006
525,2023-07-15,66.9,42,35.7,29.9,3.7,6.5,350,1.13,8.77,83.6,48.4,86,10,29.98,29.816,19.6,29.9,80.8,0.1640000000000014
526,2023-07-16,68,29,27.1,29.9,4.1,6.8,340,1.13,8.77,87.8,41.6,69,7,29.968,29.743,18.4,27.6,84.2,0.2250000000000014
527,2023-07-17,68.2,34,35.1,29.8,2.5,4.1,58,1.13,8.77,87.2,46,61,11,29.903,29.741,12.7,18.4,83.6,0.161999999999999
528,2023-07-18,67.8,44,42.6,29.8,2.5,4.3,86,1.13,8.77,83.2,49.9,75,20,29.884,29.663,13.8,19.6,80.9,0.221
529,2023-07-19,65,50,43.3,29.7,3.9,6.1,311,1.14,8.78,87,45.4,79,16,29.914,29.618,25.3,39.1,83.5,0.2960000000000029
530,2023-07-20,59.5,66,47.6,29.8,2.8,4.4,81,1.14,8.78,76.5,48,85,40,29.857,29.645,12.7,19.6,78.2,0.2119999999999997
531,2023-07-22,65.9,54,47.2,29.7,5.5,6.8,331,1.16,8.8,82,52,85,24,29.849,29.582,18.4,27.6,80.4,0.2669999999999994
532,2023-07-23,68.4,41,38.8,29.7,5.3,8,319,1.16,8.8,83.7,48.6,81,13,29.803,29.612,18.4,26.5,81,0.1910000000000025
533,2023-07-24,62.5,61,48.2,29.9,2.9,5.2,139,1.16,8.8,71.6,54.4,82,42,29.958,29.742,9.2,16.1,78.7,0.2159999999999975
534,2023-07-25,64.6,60,49.4,29.8,2.8,4.4,90,1.16,8.8,77.8,48,90,35,29.978,29.699,12.7,16.1,78.8,0.2789999999999999
535,2023-07-26,67.9,43,40.3,29.7,2.4,4.1,133,1.16,8.8,85.8,45.4,82,17,29.867,29.595,16.1,19.6,82.7,0.272000000000002
536,2023-07-27,66.1,50,44.8,29.7,4.9,7.4,314,1.2,8.84,82.8,50.5,81,21,29.887,29.615,19.6,27.6,80.6,0.272000000000002
537,2023-07-28,63.7,74,54.5,29.9,2.7,4.6,87,1.25,8.89,76.2,57.5,90,43,29.985,29.789,11.5,16.1,78,0.1959999999999979
538,2023-07-29,64.1,70,53.2,29.9,2.9,4.5,360,2.41,10.05,78.3,57.3,94,34,29.986,29.758,19.6,26.5,78.6,0.2280000000000015
539,2023-07-30,63.3,73,53.3,29.9,2,3.4,50,2.43,10.07,79.5,50.4,94,38,29.956,29.766,17.3,24.2,79.8,0.1900000000000012
